1888;1860;1846;1837;1832;1824;1822;1812;1814;1800;1794;1793;1792;1786;1782;1779;1778;1778;1768;1760;1761;1755;1754;1751;1752;1738;1749;1747;1740;1744;1752;1740;1747;1740;1744;1754;1751;1750;1747;1751;1749;1753;1753;1749;1751;1746;1745;1747;1755;1741;1753;1752;1749;1749;1745;1744;1757;1750;1752;1757;1748;1750;1742;1743;1760;1749;1756;1752;1753;1753;1755;1754;1751;1743;1743;1750;1756;1744;1750;1751;1752;1742;1749;1755;1750;1746;1753;1751;1744;1757;1749;1750;1750;1753;1746;1755;1753;1750;1754;1764;
1883;1853;1833;1827;1823;1813;1808;1806;1794;1799;1790;1789;1789;1785;1786;1777;1785;1777;1778;1783;1779;1771;1771;1764;1766;1755;1757;1763;1762;1748;1747;1754;1749;1744;1750;1750;1763;1762;1748;1750;1752;1751;1751;1748;1756;1758;1755;1752;1743;1752;1746;1753;1740;1743;1749;1746;1752;1746;1751;1756;1744;1743;1753;1748;1753;1747;1740;1741;1749;1751;1753;1754;1745;1752;1748;1755;1749;1753;1750;1754;1754;1742;1751;1753;1752;1757;1762;1758;1743;1738;1745;1752;1751;1751;1750;1743;1755;1756;1750;1746;
1883;1856;1840;1835;1826;1817;1814;1804;1803;1795;1798;1790;1791;1788;1786;1784;1786;1777;1775;1770;1762;1759;1757;1758;1762;1766;1763;1758;1752;1769;1762;1760;1761;1764;1753;1766;1761;1754;1760;1762;1767;1764;1759;1766;1756;1771;1765;1756;1764;1764;1757;1765;1756;1763;1765;1766;1759;1762;1766;1754;1759;1763;1762;1758;1759;1766;1759;1755;1761;1768;1754;1760;1764;1767;1757;1760;1757;1762;1763;1763;1760;1757;1767;1760;1770;1766;1761;1752;1760;1764;1759;1757;1754;1757;1757;1750;1758;1762;1763;1765;
1882;1853;1843;1835;1824;1811;1809;1809;1808;1806;1799;1794;1784;1780;1779;1772;1771;1761;1763;1768;1756;1758;1758;1756;1765;1766;1754;1752;1753;1764;1752;1762;1755;1757;1764;1757;1752;1754;1760;1768;1756;1762;1759;1752;1758;1757;1763;1761;1759;1759;1753;1752;1748;1760;1754;1757;1759;1758;1757;1755;1756;1756;1749;1761;1762;1757;1745;1754;1747;1755;1762;1755;1758;1754;1758;1755;1767;1760;1757;1753;1756;1766;1758;1755;1762;1750;1758;1756;1754;1754;1752;1748;1753;1751;1754;1761;1759;1762;1761;1747;
1882;1856;1843;1831;1820;1817;1818;1807;1807;1809;1795;1791;1788;1787;1778;1766;1764;1760;1760;1762;1756;1750;1762;1752;1757;1750;1758;1740;1756;1758;1754;1764;1753;1763;1757;1756;1747;1744;1745;1748;1752;1742;1757;1750;1749;1752;1753;1759;1750;1756;1749;1752;1751;1751;1757;1753;1741;1749;1757;1753;1743;1759;1758;1757;1757;1750;1757;1761;1752;1756;1746;1740;1745;1756;1752;1756;1751;1752;1762;1749;1746;1754;1746;1750;1751;1753;1753;1753;1753;1753;1745;1750;1749;1745;1745;1756;1743;1752;1744;1751;
1877;1852;1839;1830;1821;1813;1806;1805;1799;1790;1781;1786;1782;1774;1782;1768;1768;1763;1765;1757;1750;1759;1749;1750;1745;1755;1746;1743;1753;1755;1746;1752;1758;1744;1753;1745;1747;1754;1752;1754;1758;1758;1758;1740;1741;1751;1756;1748;1753;1753;1746;1750;1760;1752;1751;1748;1749;1754;1757;1753;1748;1756;1750;1748;1750;1758;1756;1753;1746;1751;1753;1751;1751;1752;1748;1748;1751;1752;1749;1751;1754;1757;1742;1741;1759;1753;1754;1761;1751;1753;1749;1756;1754;1752;1750;1761;1757;1752;1756;1750;
1882;1859;1844;1830;1827;1816;1815;1807;1806;1799;1802;1794;1790;1785;1785;1786;1775;1782;1771;1778;1765;1768;1760;1765;1761;1766;1763;1772;1768;1768;1761;1765;1774;1772;1761;1767;1764;1765;1771;1774;1769;1766;1774;1767;1771;1763;1766;1759;1762;1756;1768;1775;1771;1770;1766;1768;1770;1764;1765;1772;1767;1768;1765;1773;1770;1769;1764;1766;1768;1770;1766;1771;1770;1769;1770;1761;1765;1771;1769;1776;1769;1775;1775;1769;1765;1772;1774;1770;1767;1770;1761;1767;1762;1770;1767;1772;1771;1771;1760;1759;
1883;1854;1838;1827;1821;1813;1811;1802;1801;1801;1799;1798;1799;1793;1787;1782;1779;1775;1771;1765;1768;1773;1768;1767;1770;1757;1757;1764;1760;1762;1755;1758;1755;1757;1756;1749;1755;1753;1763;1758;1761;1761;1757;1759;1761;1758;1750;1751;1767;1757;1751;1752;1755;1752;1757;1754;1747;1754;1758;1760;1755;1755;1757;1751;1755;1756;1755;1750;1748;1763;1755;1746;1747;1748;1757;1749;1753;1759;1757;1760;1760;1759;1753;1759;1757;1753;1753;1755;1753;1753;1761;1758;1754;1744;1749;1748;1748;1753;1755;1755;
1880;1855;1840;1830;1821;1808;1806;1802;1795;1796;1792;1783;1785;1789;1775;1773;1768;1758;1766;1765;1761;1761;1751;1754;1763;1755;1757;1755;1759;1757;1752;1756;1766;1770;1759;1750;1757;1761;1757;1757;1760;1758;1756;1758;1760;1766;1754;1760;1762;1759;1760;1752;1755;1765;1757;1745;1765;1760;1768;1753;1757;1752;1770;1763;1752;1752;1763;1756;1759;1759;1763;1759;1761;1760;1755;1763;1753;1760;1744;1754;1760;1749;1757;1759;1754;1753;1748;1756;1756;1752;1751;1756;1757;1751;1752;1763;1756;1763;1762;1763;
1881;1852;1836;1824;1817;1814;1800;1796;1775;1775;1777;1770;1771;1765;1777;1778;1771;1766;1768;1764;1758;1754;1755;1755;1751;1747;1761;1751;1756;1750;1762;1762;1752;1757;1755;1753;1756;1758;1752;1757;1763;1749;1754;1761;1757;1764;1758;1765;1752;1763;1756;1753;1750;1752;1755;1761;1757;1757;1752;1755;1748;1760;1752;1751;1757;1756;1751;1764;1761;1765;1749;1756;1766;1769;1761;1761;1758;1758;1761;1751;1762;1756;1754;1751;1755;1747;1761;1755;1753;1756;1757;1763;1767;1759;1749;1755;1758;1751;1757;1757;
1886;1859;1850;1840;1832;1822;1820;1815;1800;1804;1794;1784;1780;1782;1778;1772;1770;1768;1770;1775;1769;1766;1767;1762;1757;1767;1762;1759;1753;1751;1760;1750;1749;1750;1746;1754;1753;1748;1740;1754;1762;1750;1747;1753;1752;1749;1749;1755;1750;1753;1751;1757;1754;1755;1751;1760;1747;1756;1761;1754;1747;1749;1747;1742;1760;1743;1756;1761;1750;1753;1750;1756;1746;1758;1745;1753;1749;1760;1753;1750;1754;1750;1753;1750;1763;1762;1757;1755;1755;1746;1756;1751;1758;1744;1740;1755;1761;1752;1755;1751;
1885;1856;1839;1832;1824;1819;1807;1806;1803;1799;1790;1792;1780;1776;1765;1773;1767;1763;1761;1759;1754;1747;1751;1751;1756;1754;1758;1749;1753;1749;1755;1741;1750;1749;1754;1753;1754;1758;1758;1748;1754;1750;1752;1748;1747;1746;1744;1743;1754;1749;1743;1738;1744;1748;1750;1744;1750;1747;1748;1754;1753;1750;1753;1745;1749;1747;1747;1755;1752;1748;1754;1750;1747;1742;1745;1748;1751;1743;1753;1757;1757;1750;1748;1749;1754;1755;1752;1756;1757;1753;1753;1740;1749;1756;1749;1752;1751;1752;1752;1749;
1883;1859;1844;1832;1824;1813;1801;1800;1796;1786;1777;1769;1768;1771;1765;1766;1769;1765;1765;1765;1765;1766;1761;1763;1761;1766;1761;1764;1764;1771;1766;1758;1768;1760;1764;1766;1764;1761;1752;1752;1755;1768;1766;1758;1743;1760;1762;1765;1768;1756;1758;1757;1763;1754;1755;1768;1764;1764;1767;1751;1764;1767;1758;1765;1754;1759;1761;1754;1755;1768;1759;1756;1751;1759;1757;1756;1752;1759;1765;1760;1764;1767;1758;1755;1764;1759;1760;1760;1755;1763;1768;1767;1752;1754;1755;1763;1756;1767;1769;1772;
1881;1857;1836;1829;1821;1815;1807;1806;1803;1794;1787;1782;1772;1776;1771;1770;1770;1769;1764;1761;1758;1762;1754;1755;1754;1751;1748;1751;1757;1750;1756;1755;1759;1754;1754;1739;1755;1752;1754;1751;1740;1751;1753;1755;1751;1745;1756;1758;1746;1750;1757;1757;1750;1756;1738;1756;1751;1759;1756;1750;1751;1745;1755;1753;1751;1750;1752;1756;1758;1748;1743;1745;1744;1762;1760;1755;1752;1745;1746;1748;1749;1752;1751;1750;1756;1750;1749;1746;1752;1750;1753;1753;1753;1745;1761;1747;1753;1757;1755;1747;
