1764;1764;1786;1782;1790;1778;1766;1780;1762;1772;1740;1750;1764;1750;1790;1748;1774;1776;1780;1710;1710;1710;1804;1768;1776;1776;1764;1778;1782;1792;1738;1786;1776;1772;1780;1772;1802;1774;1754;1772;1784;1784;1764;1744;1772;1746;1792;1770;1784;1760;1780;1760;1756;1768;1770;1738;1770;1778;1754;1784;1788;1800;1760;1748;1762;1778;1732;1732;1732;1732;1752;1752;1756;1748;1748;1756;1756;1760;1768;1770;1760;1778;1768;1770;1782;1782;1754;1780;1750;1794;1782;1744;1764;1756;1704;1768;1770;1740;1724;1740;
1770;1766;1766;1768;1758;1744;1744;1722;1738;1776;1700;1786;1758;1758;1760;1790;1764;1764;1752;1770;1762;1802;1766;1766;1736;1756;1752;1766;1796;1788;1784;1750;1772;1772;1788;1794;1792;1784;1770;1770;1782;1782;1782;1782;1768;1756;1756;1790;1772;1756;1756;1756;1772;1778;1782;1780;1790;1768;1784;1784;1792;1772;1756;1748;1778;1786;1790;1790;1772;1754;1716;1772;1792;1784;1728;1728;1728;1742;1756;1768;1782;1728;1728;1768;1768;1762;1784;1790;1776;1812;1776;1772;1772;1764;1764;1764;1764;1736;1736;1774;
1752;1752;1770;1780;1752;1764;1744;1776;1750;1784;1770;1732;1792;1756;1758;1758;1712;1736;1736;1754;1754;1770;1732;1732;1718;1750;1788;1764;1790;1744;1764;1754;1752;1792;1784;1762;1786;1768;1770;1750;1714;1806;1798;1778;1800;1786;1744;1734;1756;1730;1778;1754;1754;1750;1726;1726;1726;1732;1722;1764;1748;1756;1766;1800;1798;1758;1760;1760;1760;1760;1754;1776;1750;1750;1750;1756;1724;1724;1716;1730;1788;1740;1750;1750;1786;1770;1772;1776;1754;1762;1740;1758;1758;1770;1724;1770;1784;1784;1778;1734;
1736;1770;1748;1748;1754;1768;1770;1778;1776;1764;1768;1776;1752;1764;1808;1780;1724;1770;1786;1762;1786;1782;1782;1782;1762;1762;1764;1790;1766;1762;1786;1782;1740;1740;1774;1768;1742;1780;1736;1808;1792;1778;1770;1796;1786;1772;1764;1760;1784;1766;1766;1766;1786;1786;1790;1736;1806;1786;1794;1772;1772;1790;1764;1788;1792;1752;1788;1744;1764;1764;1764;1764;1772;1780;1782;1782;1736;1780;1770;1722;1776;1776;1756;1744;1804;1736;1768;1746;1782;1762;1778;1760;1788;1804;1776;1778;1768;1768;1774;1756;
1754;1774;1774;1782;1760;1794;1796;1784;1804;1738;1734;1788;1750;1770;1722;1770;1784;1776;1768;1768;1696;1706;1762;1794;1768;1774;1738;1738;1790;1780;1778;1778;1768;1768;1768;1728;1754;1754;1790;1766;1768;1776;1776;1776;1776;1766;1780;1762;1736;1720;1782;1730;1754;1732;1736;1774;1780;1784;1752;1752;1732;1774;1782;1772;1798;1772;1772;1772;1784;1762;1782;1782;1764;1766;1776;1784;1776;1774;1778;1748;1792;1768;1758;1786;1778;1772;1782;1768;1776;1740;1724;1780;1754;1744;1744;1756;1784;1752;1718;1718;
1736;1790;1722;1722;1762;1750;1778;1780;1742;1780;1756;1730;1704;1784;1784;1788;1762;1744;1744;1762;1786;1786;1818;1788;1780;1774;1724;1742;1722;1758;1758;1774;1780;1770;1768;1792;1774;1786;1794;1768;1788;1744;1806;1776;1774;1752;1742;1752;1746;1742;1786;1760;1788;1768;1768;1738;1748;1760;1772;1774;1782;1754;1792;1786;1784;1758;1788;1754;1798;1772;1770;1770;1798;1776;1774;1766;1776;1744;1758;1736;1752;1782;1752;1766;1766;1732;1792;1778;1772;1762;1762;1738;1780;1780;1768;1768;1786;1782;1780;1776;
1758;1770;1772;1764;1786;1802;1766;1766;1766;1752;1770;1776;1782;1772;1756;1766;1740;1740;1740;1740;1782;1770;1790;1794;1790;1798;1774;1794;1738;1780;1786;1778;1762;1718;1736;1736;1760;1742;1782;1778;1778;1748;1768;1800;1756;1736;1776;1676;1676;1676;1744;1768;1760;1768;1768;1772;1764;1772;1738;1754;1726;1786;1768;1762;1720;1720;1732;1732;1770;1744;1746;1762;1764;1748;1766;1778;1794;1748;1780;1776;1752;1720;1720;1720;1744;1726;1752;1752;1762;1762;1744;1768;1736;1792;1794;1792;1750;1736;1764;1764;
1788;1792;1760;1758;1760;1744;1776;1778;1748;1748;1788;1776;1770;1754;1792;1800;1778;1754;1742;1776;1798;1756;1746;1738;1792;1732;1792;1772;1768;1746;1758;1740;1730;1752;1762;1748;1758;1736;1758;1752;1766;1776;1756;1768;1738;1790;1740;1756;1754;1774;1776;1752;1774;1786;1774;1782;1728;1738;1764;1784;1764;1772;1770;1754;1778;1772;1746;1782;1762;1774;1736;1736;1806;1772;1726;1738;1738;1734;1780;1726;1808;1776;1788;1764;1760;1762;1738;1756;1790;1768;1760;1760;1760;1770;1780;1780;1720;1752;1760;1760;
1752;1772;1736;1738;1750;1770;1734;1780;1766;1734;1754;1740;1766;1766;1748;1766;1800;1788;1782;1760;1784;1784;1774;1754;1698;1754;1740;1740;1758;1728;1728;1764;1764;1760;1760;1768;1760;1758;1776;1776;1732;1784;1760;1764;1736;1734;1766;1790;1794;1786;1780;1770;1780;1760;1772;1750;1750;1758;1758;1776;1780;1720;1774;1754;1746;1744;1778;1720;1720;1772;1764;1742;1742;1784;1770;1776;1798;1792;1792;1762;1758;1746;1758;1758;1786;1788;1764;1744;1784;1764;1788;1784;1788;1784;1770;1756;1774;1700;1718;1718;
1774;1746;1782;1770;1736;1716;1736;1736;1782;1730;1728;1776;1770;1762;1764;1804;1764;1742;1764;1720;1746;1774;1734;1780;1780;1796;1784;1786;1766;1756;1760;1792;1764;1764;1772;1758;1758;1758;1746;1752;1766;1788;1714;1788;1720;1714;1790;1778;1764;1764;1772;1746;1762;1712;1712;1754;1738;1776;1782;1774;1746;1770;1764;1738;1734;1776;1786;1752;1744;1744;1782;1790;1762;1762;1774;1774;1774;1784;1768;1736;1742;1792;1784;1770;1748;1756;1734;1734;1770;1790;1798;1752;1806;1798;1802;1760;1738;1738;1738;1786;
