1756;1764;1730;1734;1734;1716;1716;1716;1692;1692;1692;1680;1692;1692;1692;1692;1692;1680;1680;1680;1680;1680;1680;1680;1680;1680;1680;1680;1680;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;1678;
1778;1738;1736;1736;1712;1714;1702;1694;1702;1682;1682;1672;1672;1670;1670;1658;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;
1754;1760;1744;1746;1734;1726;1724;1716;1690;1690;1690;1690;1668;1668;1668;1668;1668;1668;1668;1668;1668;1668;1668;1668;1668;1668;1668;1668;1668;1668;1668;1668;1668;1668;1664;1668;1668;1668;1668;1668;1668;1668;1668;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;
1748;1732;1710;1708;1708;1678;1706;1702;1700;1692;1682;1676;1676;1676;1676;1676;1674;1674;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;
1762;1736;1732;1704;1704;1700;1700;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1680;1680;1680;1680;1680;1680;1680;1680;1680;1680;1680;1680;1680;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1672;1666;1666;1666;1666;1666;1666;1666;1666;1666;1666;1666;1666;1666;1666;1666;1666;1666;1666;1666;
1740;1726;1710;1704;1696;1694;1694;1696;1694;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1678;1678;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;
1764;1752;1718;1706;1704;1704;1690;1704;1696;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;
1770;1764;1746;1732;1708;1728;1726;1702;1686;1664;1706;1704;1704;1704;1704;1700;1690;1686;1686;1686;1686;1686;1684;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1686;1672;1684;1684;1684;1684;1684;1684;1672;1672;1672;1672;1672;1672;1672;1652;1652;
1748;1740;1724;1740;1732;1712;1726;1708;1702;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;1684;
1782;1774;1758;1730;1728;1728;1716;1704;1704;1704;1696;1696;1696;1696;1696;1696;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1692;1682;1682;1682;1682;1682;1682;1682;1682;1682;1682;1682;1682;1682;1682;1682;1682;1682;1682;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;1674;
